,listing_bathrooms,listing_bedrooms,listing_beds,listing_person_capacity,listing_id,listing_is_business_travel_ready,listing_is_fully_refundable,listing_is_host_highly_rated,listing_is_rebookable,listing_is_superhost,listing_lat,listing_lng,listing_picture_count,listing_preview_amenities,listing_reviews_count,listing_star_rating,listing_tier_id,pricing_quote_rate_with_service_fee_amount,pricing_quote_rate_with_service_fee_currency,pricing_quote_rate_type
7,1.0,0,3,4,20980647,False,True,True,False,True,50.931836257236405,7.001168824774143,24,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",48,5.0,0,34.0,USD,nightly
8,1.0,1,1,4,11858437,False,True,True,False,True,50.908033648472,7.146995787458603,17,"Wifi, Hair dryer, Laptop friendly workspace",164,5.0,0,37.0,USD,nightly
9,1.0,1,1,2,21139089,False,True,True,False,True,50.959293,6.904292,7,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",12,5.0,0,22.0,USD,nightly
10,1.0,1,2,2,1034695,False,True,False,False,False,50.954040734941756,6.933898464480699,16,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",174,4.5,0,32.0,USD,nightly
11,1.0,1,3,5,16803313,False,True,True,False,True,50.93889196463588,6.93950122723498,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",86,5.0,0,104.0,USD,nightly
12,1.0,1,4,6,23019785,False,True,False,False,True,50.9529723996032,6.911896711192132,8,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",24,4.5,0,35.0,USD,nightly
13,1.0,0,1,2,4161238,False,True,True,False,True,50.93320660392507,6.976503712001855,18,"Kitchen, Hair dryer, Laptop friendly workspace",96,5.0,0,53.0,USD,nightly
14,1.0,1,2,4,10922180,False,True,True,False,True,50.95146904573394,6.908055611242521,17,"Wifi, Kitchen, Hair dryer",90,5.0,0,39.0,USD,nightly
15,1.0,0,3,6,21361622,False,True,True,False,True,50.93430776001781,6.999899096570905,27,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",63,4.5,0,29.0,USD,nightly
16,1.5,3,3,8,22962187,False,True,True,False,True,50.9549038105166,6.920204054689734,47,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",41,5.0,0,92.0,USD,nightly
17,1.0,1,1,2,26132378,False,True,True,False,False,50.941726427838084,6.943083816752968,4,"Wifi, Kitchen, Hair dryer",9,5.0,0,67.0,USD,nightly
0,1.0,0,1,2,14272259,False,True,True,False,False,50.924685386531884,6.909342948810447,13,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",61,5.0,0,47.0,USD,nightly
1,1.0,1,1,2,8948806,False,True,False,False,True,50.9535319752963,6.930208908350909,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",130,4.5,0,60.0,USD,nightly
2,1.0,0,3,6,21392006,False,True,True,False,True,50.93351329816363,7.001569677934267,20,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",65,5.0,0,29.0,USD,nightly
3,1.0,1,2,2,1441372,False,True,True,False,True,51.16163115571226,6.860000298408956,16,"Wifi, Kitchen",137,5.0,0,62.0,USD,nightly
4,1.0,1,2,2,1675339,False,True,False,False,False,50.87964682411043,6.871804163411326,41,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",158,4.5,0,47.0,USD,nightly
5,1.0,1,1,2,12407288,False,True,True,False,True,50.94722616171359,6.9486306781832585,10,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",93,5.0,0,82.0,USD,nightly
6,1.0,0,2,3,293329,False,True,True,False,True,50.942478,6.94605,15,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",21,5.0,0,79.0,USD,nightly
7,1.0,0,3,3,8249781,False,True,True,False,True,50.92184006881038,6.933169347493234,20,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",128,5.0,0,48.0,USD,nightly
8,1.0,0,3,7,22487894,False,True,True,False,True,50.93122644230265,6.982319347594334,31,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",43,5.0,0,22.0,USD,nightly
9,1.0,0,1,2,4315430,False,True,False,False,False,50.95491926086455,6.931643765284724,15,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",75,4.5,0,36.0,USD,nightly
10,1.0,1,2,3,20081139,False,True,False,False,False,50.909496630778214,6.9606139167870635,5,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",10,4.5,0,36.0,USD,nightly
11,1.0,1,2,3,21824380,False,True,True,False,False,50.933889689941786,6.937083198565357,15,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",50,5.0,0,34.0,USD,nightly
12,1.0,1,1,2,18342110,False,True,True,False,False,50.93554323874928,6.935224613033654,9,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",52,5.0,0,22.0,USD,nightly
13,1.0,1,2,3,24002756,False,True,True,False,True,50.92324235390444,6.960159821869714,28,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",12,5.0,0,58.0,USD,nightly
14,1.0,1,1,2,25722363,False,True,True,False,True,50.95262234649018,6.957733808805147,12,"Wifi, Kitchen, Hair dryer",8,5.0,0,35.0,USD,nightly
15,1.0,1,1,2,4146931,False,True,False,False,False,51.00562034570875,6.89097823627842,10,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",90,4.0,0,18.0,USD,nightly
16,1.0,1,4,4,4919509,False,True,True,False,True,50.9265825720987,6.950390992269642,11,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",85,5.0,0,41.0,USD,nightly
17,1.0,0,1,2,4898779,False,True,True,False,True,50.783099379708844,7.201865017495616,12,"Wifi, Kitchen, Hair dryer",139,5.0,0,56.0,USD,nightly
0,1.0,1,1,2,26825215,False,True,False,False,False,50.92120533445751,6.932532492490629,3,"Wifi, Kitchen, Hair dryer",1,,0,23.0,USD,nightly
1,1.0,1,1,2,8148952,False,True,True,False,True,50.92309916891922,7.088395648104789,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",126,5.0,0,58.0,USD,nightly
2,1.0,1,2,3,10926840,False,True,False,False,False,50.936747813815245,6.931095829661448,9,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",118,4.5,0,69.0,USD,nightly
3,1.0,1,1,3,2670627,False,True,True,False,True,50.935234,6.974686,50,"Wifi, Kitchen, Hair dryer",110,5.0,0,62.0,USD,nightly
4,1.0,1,2,2,2408759,False,True,True,False,True,50.96418711270258,6.971222965830301,8,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",162,5.0,0,76.0,USD,nightly
5,1.0,1,1,2,1621883,False,True,True,False,False,50.93425319442103,6.956164326914524,25,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",130,5.0,0,151.0,USD,nightly
6,1.0,0,1,3,17596998,False,True,True,False,False,50.93886161994153,6.950801689125538,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",52,4.5,0,48.0,USD,nightly
7,1.0,3,6,11,14165874,False,True,True,False,True,50.930942495584596,7.019222381494004,70,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",88,5.0,0,54.0,USD,nightly
8,1.0,1,1,2,20766195,False,True,True,False,True,50.99728113175087,7.0322783822667,11,"Wifi, Kitchen, Hair dryer",41,5.0,0,53.0,USD,nightly
9,1.0,1,6,6,2255118,False,True,True,False,True,50.93327743875925,6.950322086969201,23,"Wifi, Kitchen, Hair dryer",311,5.0,0,99.0,USD,nightly
10,1.0,2,4,6,22425197,False,True,True,False,True,50.93050746959245,6.980637133680925,45,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",58,5.0,0,35.0,USD,nightly
11,1.0,2,2,4,7591474,False,True,False,False,False,50.918818472050845,6.92881753382407,20,"Wifi, Kitchen, Hair dryer",140,4.5,0,79.0,USD,nightly
12,1.0,1,5,5,13730181,False,True,True,False,True,50.913307,6.938529,74,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",128,5.0,0,48.0,USD,nightly
13,1.0,1,3,6,425707,False,True,False,False,False,50.95029421045153,6.9216890829974504,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",100,4.5,0,49.0,USD,nightly
14,1.0,0,3,4,20980428,False,True,True,False,True,50.933468682209096,7.000670296348329,22,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",65,5.0,0,46.0,USD,nightly
15,1.0,1,2,4,16609468,False,True,True,False,False,50.940980613583505,6.938884459424887,41,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",147,4.5,0,28.0,USD,nightly
16,1.0,0,3,5,21498529,False,True,True,False,True,50.9325561125433,7.001370718010825,30,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",38,4.5,0,29.0,USD,nightly
17,2.0,1,1,2,23424800,False,True,True,False,False,50.91756187071911,6.923982310469067,7,"Wifi, Kitchen",35,5.0,0,33.0,USD,nightly
0,1.0,1,1,2,2030489,False,True,True,False,False,50.93921579195476,6.859305103977904,19,"Wifi, Kitchen, Laptop friendly workspace",93,5.0,0,46.0,USD,nightly
1,1.0,1,2,4,6788984,False,True,False,False,False,50.9410103083976,6.998651660068172,26,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",107,4.5,0,53.0,USD,nightly
2,1.0,1,1,2,22576402,False,True,True,False,True,50.92925420067916,7.051047839622143,13,"Wifi, Hair dryer, Laptop friendly workspace",37,5.0,0,41.0,USD,nightly
3,1.0,0,3,5,21361237,False,True,True,False,True,50.93210925382318,7.001240035403582,24,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",72,4.5,0,29.0,USD,nightly
4,1.0,1,1,2,2725101,False,True,False,False,False,50.93347329637646,6.954005044165884,12,"Wifi, Kitchen, Hair dryer",344,4.5,0,48.0,USD,nightly
5,1.0,1,2,4,22541199,False,True,True,False,True,50.946737706245365,6.950750452436492,47,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",37,5.0,0,69.0,USD,nightly
6,1.0,1,1,1,2922925,False,True,True,False,False,50.960340241588064,6.949382823545454,6,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",152,4.5,0,37.0,USD,nightly
7,1.0,1,3,4,19205008,False,True,True,False,False,51.232132698652954,6.79758371919554,16,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",99,5.0,0,46.0,USD,nightly
8,1.0,1,1,2,20464328,False,True,True,False,False,50.940040618644396,6.934362013099454,10,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",41,5.0,0,56.0,USD,nightly
9,1.0,2,1,2,9781306,False,True,True,False,True,50.96301292470066,6.95156179072596,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",136,5.0,0,35.0,USD,nightly
10,1.0,1,1,2,18633405,False,True,True,False,False,50.81539920628393,7.035351053104769,4,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",75,5.0,0,23.0,USD,nightly
11,1.0,0,1,2,24722578,False,True,True,False,True,50.90703753088199,6.956491067124481,4,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",20,5.0,0,46.0,USD,nightly
12,1.0,2,4,8,19545846,False,True,False,False,False,50.95981587134978,6.94997016202859,52,"Wifi, Kitchen, Hair dryer",54,4.5,0,76.0,USD,nightly
13,1.0,1,1,2,17281947,False,True,False,False,False,50.949072196671786,6.9333887051394845,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",80,4.5,0,57.0,USD,nightly
14,1.0,1,2,3,20484141,False,True,True,False,False,50.936162662706195,7.024193511953741,10,"Wifi, Hair dryer, Laptop friendly workspace",58,4.5,0,34.0,USD,nightly
15,1.0,2,2,5,1472230,False,True,False,False,False,50.92900104542911,6.936899802688559,22,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",241,4.5,0,88.0,USD,nightly
16,1.0,1,2,4,13895073,False,True,False,False,False,50.967326412242144,6.8844120441056535,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",161,4.5,0,58.0,USD,nightly
17,1.0,0,3,5,20465064,False,True,True,False,True,50.93255226194076,7.000378046542625,19,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",83,5.0,0,57.0,USD,nightly
0,1.0,0,1,2,10362651,False,True,True,False,True,50.939438823575664,6.975958112160808,2,"Wifi, Kitchen, Hair dryer",111,5.0,0,18.0,USD,nightly
1,1.0,1,1,2,5460162,False,True,False,False,False,50.90491878983993,6.99113732152336,9,"Wifi, Kitchen, Hair dryer",75,4.5,0,33.0,USD,nightly
2,1.0,1,1,1,13354970,False,True,True,False,False,50.96680334739546,6.96868620264964,12,"Wifi, Kitchen, Hair dryer",85,5.0,0,25.0,USD,nightly
3,1.0,1,1,2,1787923,False,True,True,False,True,50.96645957237475,6.97463925013336,19,"Wifi, Kitchen, Hair dryer",161,5.0,0,50.0,USD,nightly
4,1.0,1,1,2,7805434,False,True,True,False,False,51.1920959018955,6.853750866033695,23,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",249,4.5,0,29.0,USD,nightly
5,1.0,2,8,9,10352906,False,True,True,False,False,50.860857933622,7.082436968316736,19,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",180,4.5,0,53.0,USD,nightly
6,1.0,1,2,2,5072354,False,True,False,False,False,50.94904849668168,6.961841513092743,7,Kitchen,143,4.5,0,69.0,USD,nightly
7,1.0,1,1,2,21529981,False,True,False,False,False,50.93748974613223,6.932598165736726,8,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",32,4.5,0,41.0,USD,nightly
8,1.0,1,1,2,11054383,False,True,True,False,False,50.92008156614639,6.953331887137394,14,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",21,5.0,0,57.0,USD,nightly
9,1.0,2,2,4,6767826,False,True,True,False,False,50.94629569695289,6.962408557449751,14,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",270,4.5,0,109.0,USD,nightly
10,1.0,0,2,3,22514108,False,True,True,False,True,50.931140959834714,6.9812805470274855,30,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",34,5.0,0,23.0,USD,nightly
11,1.0,1,2,2,23160930,False,True,True,False,True,50.963442794473046,7.011002790255762,2,"Wifi, Hair dryer, Laptop friendly workspace",70,5.0,0,20.0,USD,nightly
12,1.0,1,1,2,4123723,False,True,True,False,True,50.92981,6.966611,75,"Wifi, Hair dryer, Laptop friendly workspace",245,5.0,0,81.0,USD,nightly
13,1.0,1,1,4,4080864,False,True,False,False,False,50.93367793448532,6.933497211640726,7,"Wifi, Kitchen, Hair dryer",95,4.5,0,41.0,USD,nightly
14,1.0,1,1,2,21616887,False,True,False,False,False,50.952109065087285,6.95281620965088,5,"Wifi, Kitchen",33,4.5,0,49.0,USD,nightly
15,1.0,1,1,2,1780567,False,True,True,False,True,50.94075683472832,7.0020733482399224,15,"Wifi, Hair dryer, Laptop friendly workspace",105,5.0,0,28.0,USD,nightly
16,1.0,1,1,3,13321111,False,True,True,False,False,50.93981371126626,6.943408392132656,68,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",68,5.0,0,74.0,USD,nightly
17,1.0,2,5,5,22460101,False,True,False,False,False,50.94923,7.000878,17,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",28,4.5,0,32.0,USD,nightly
0,1.0,0,1,2,16748068,False,True,False,False,False,50.93374475092622,6.998049894108192,5,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",44,4.0,0,23.0,USD,nightly
1,1.0,1,1,2,5962010,False,True,True,False,True,50.905693,7.143772,24,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",117,5.0,0,42.0,USD,nightly
2,1.0,1,1,2,21180718,False,True,False,False,False,50.9199238634581,6.961948260820279,8,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",47,4.5,0,46.0,USD,nightly
3,1.0,1,2,3,6256660,False,True,False,False,False,50.95070039403338,6.933926871536085,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",153,4.5,0,64.0,USD,nightly
4,1.0,1,2,2,11112711,False,True,True,False,True,51.22777723324142,6.775151451131429,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",161,5.0,0,23.0,USD,nightly
5,1.0,0,1,2,9114339,False,True,False,False,False,50.933889784017396,6.959979250303665,27,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",186,4.0,0,53.0,USD,nightly
6,1.0,1,5,6,20635138,False,True,True,False,False,50.93503717996009,6.931871094513472,13,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",41,5.0,0,47.0,USD,nightly
7,1.0,1,1,2,7138279,False,True,False,False,False,50.93712926931322,6.9350661377909315,34,"Wifi, Kitchen, Hair dryer",206,4.5,0,42.0,USD,nightly
8,1.0,1,2,3,3292003,False,True,False,False,True,50.92562834287078,6.929474318591481,12,"Wifi, Kitchen",68,4.0,0,37.0,USD,nightly
9,1.0,0,2,3,22487743,False,True,True,False,True,50.930598670380064,6.98271978702222,23,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",48,5.0,0,22.0,USD,nightly
10,1.0,0,1,3,708282,False,True,True,False,False,50.67138002106325,7.157741720161787,9,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",220,4.5,0,23.0,USD,nightly
11,1.0,1,2,3,1568506,False,True,True,False,False,50.93900324468851,6.9611370464933335,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",228,4.5,0,96.0,USD,nightly
12,1.0,0,1,2,12843868,False,True,True,False,True,50.93480179386122,6.931594376417286,5,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",194,5.0,0,81.0,USD,nightly
13,1.0,0,1,2,16435917,False,True,False,False,False,50.932637639534654,7.0001644028943915,13,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",58,4.5,0,33.0,USD,nightly
14,1.0,0,3,5,20491012,False,True,True,False,True,50.933773913418975,6.999691030013274,17,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",96,5.0,0,57.0,USD,nightly
15,1.0,1,1,2,16609064,False,True,True,False,False,50.940378024691476,6.93947741615373,40,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",172,4.5,0,39.0,USD,nightly
16,1.0,1,1,2,18373377,False,True,True,False,True,50.93272655971428,6.935278744027567,14,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",112,5.0,0,58.0,USD,nightly
17,1.0,1,2,2,3670859,False,True,False,False,True,50.936875891031484,6.980901676578055,6,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",244,4.5,0,33.0,USD,nightly
0,1.0,1,1,2,14682581,False,True,True,False,True,50.932434936602654,6.916941329594805,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",132,5.0,0,29.0,USD,nightly
1,1.0,0,2,3,6022388,False,True,True,False,True,50.95232588474001,6.951298247158466,10,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",113,4.5,0,47.0,USD,nightly
2,1.0,1,1,3,13758255,False,True,True,False,True,50.946228060080074,6.944181998355123,24,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",107,5.0,0,82.0,USD,nightly
3,1.0,1,2,2,23743094,False,True,True,False,True,50.906851664660785,6.956018741253773,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",29,5.0,0,47.0,USD,nightly
4,1.0,1,2,4,15856006,False,True,True,False,True,50.943523924330584,6.918959364618081,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",131,5.0,0,58.0,USD,nightly
5,1.0,1,2,3,19422748,False,True,False,False,False,50.927347262636786,6.938003341889483,12,"Wifi, Kitchen, Laptop friendly workspace",72,4.5,0,27.0,USD,nightly
6,1.0,1,1,3,887994,False,True,True,False,True,50.935775263957154,6.829948393728693,17,"Wifi, Hair dryer, Laptop friendly workspace",248,5.0,0,41.0,USD,nightly
7,1.0,0,2,6,20544014,False,True,True,False,True,50.93874231463666,6.940221793388423,16,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",89,4.5,0,34.0,USD,nightly
8,1.0,1,3,4,22387837,False,True,True,False,False,50.933826239808276,6.972376175390521,6,"Wifi, Hair dryer",38,4.5,0,25.0,USD,nightly
9,1.0,0,1,3,6036002,False,True,True,False,False,50.94525874003558,6.923552390745188,24,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",268,5.0,0,56.0,USD,nightly
10,1.5,1,1,2,17615588,False,True,True,False,True,50.97385363962026,6.926878865738893,8,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",58,5.0,0,22.0,USD,nightly
11,1.0,0,2,4,12749360,False,True,True,False,True,50.95164557334028,6.952473323695134,9,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",86,5.0,0,41.0,USD,nightly
12,1.0,1,1,4,15463468,False,True,False,False,False,50.95387479033417,6.92020113375713,7,"Wifi, Kitchen",73,4.5,0,23.0,USD,nightly
13,1.0,0,3,6,21361066,False,True,True,False,True,50.932496732638285,7.0017217325822525,20,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",68,4.5,0,34.0,USD,nightly
14,1.0,1,1,1,16734647,False,True,False,False,False,50.9281627411746,6.961535351656622,9,"Wifi, Kitchen, Laptop friendly workspace",95,4.5,0,37.0,USD,nightly
15,1.5,1,2,2,17264133,False,True,False,False,False,50.93017257299842,6.944187886295363,10,"Wifi, Hair dryer, Laptop friendly workspace",207,4.5,0,49.0,USD,nightly
16,1.0,1,1,2,2458959,False,True,True,False,True,50.94470417693652,7.0212453395876375,27,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",115,5.0,0,28.0,USD,nightly
17,1.0,1,1,1,907709,False,True,True,False,True,50.9191876950855,6.950145492368431,13,"Wifi, Hair dryer, Laptop friendly workspace",114,5.0,0,43.0,USD,nightly
0,1.0,1,3,4,3770699,False,True,False,False,False,50.95121032698986,6.9325563901149545,15,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",217,4.5,0,57.0,USD,nightly
1,1.0,1,1,2,3863460,False,True,True,False,False,50.92669455771771,6.9510364092871395,41,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",172,4.5,0,57.0,USD,nightly
2,1.0,1,2,3,16746614,False,True,True,False,False,50.94088301326427,6.939908745568506,40,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",158,4.5,0,28.0,USD,nightly
3,1.0,0,2,2,3155519,False,True,True,False,True,50.963902,6.95089,21,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",84,4.5,0,47.0,USD,nightly
4,1.0,1,3,3,2599942,False,True,True,False,True,51.216063428339616,6.793927289017872,16,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",335,5.0,0,57.0,USD,nightly
5,1.0,1,1,2,7977540,False,True,True,False,True,50.952079647293964,6.914994499082089,12,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",194,5.0,0,69.0,USD,nightly
6,1.0,1,2,2,14954437,False,True,False,False,False,50.91662071044591,6.991008051782977,10,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",110,4.5,0,23.0,USD,nightly
7,1.0,0,3,5,19581497,False,True,False,False,False,50.960105935544725,6.948980369761958,46,"Wifi, Kitchen, Hair dryer",41,4.0,0,47.0,USD,nightly
8,4.5,1,1,2,4505694,False,True,True,False,True,50.894353597448216,6.951430577552518,6,"Wifi, Hair dryer, Laptop friendly workspace",198,5.0,0,58.0,USD,nightly
9,1.0,1,1,2,3939870,False,True,True,False,False,50.928040213652466,6.95079872303776,16,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",193,5.0,0,75.0,USD,nightly
10,1.0,1,2,3,5027137,False,True,True,False,True,50.94914741690416,6.961598829818483,21,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",135,5.0,0,58.0,USD,nightly
11,1.0,1,1,2,12400379,False,True,True,False,True,50.94880208525782,6.921204211110272,20,"Wifi, Kitchen, Hair dryer",92,5.0,0,41.0,USD,nightly
12,1.0,1,3,4,155791,False,True,True,False,True,50.94202,6.88539,18,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",283,5.0,0,58.0,USD,nightly
13,1.0,2,2,6,3784179,False,True,False,False,False,50.92908961876994,6.9382853155542605,22,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",145,4.5,0,35.0,USD,nightly
14,1.5,1,2,3,16904262,False,True,True,False,True,50.99524404851511,6.960067636883918,33,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",93,5.0,0,50.0,USD,nightly
15,1.0,0,2,4,20491914,False,True,True,False,True,50.93269943498743,7.001698409723394,19,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",70,5.0,0,29.0,USD,nightly
16,1.0,1,1,4,15155540,False,True,True,False,False,50.91922831906832,6.985255238905175,41,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",203,4.5,0,65.0,USD,nightly
17,1.0,1,1,2,3642390,False,True,True,False,True,50.91246185940477,6.931543053370164,34,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",205,5.0,0,64.0,USD,nightly
0,1.0,0,2,6,20544357,False,True,True,False,True,50.938918030655515,6.940871640709938,17,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",103,5.0,0,34.0,USD,nightly
1,1.0,1,2,2,185059,False,True,True,False,True,50.932984841116536,6.975621599125451,36,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",240,4.5,0,55.0,USD,nightly
2,1.0,1,2,4,401390,False,True,True,False,True,50.947302497094405,6.951183087987542,15,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",228,5.0,0,81.0,USD,nightly
3,1.0,0,1,2,19510380,False,True,True,False,True,50.96166541129185,6.9815922276073605,11,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",68,5.0,0,57.0,USD,nightly
4,1.0,1,3,4,19001882,False,True,False,False,False,50.937705659196325,6.957180421362006,17,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",102,4.5,0,82.0,USD,nightly
5,1.0,1,1,2,17613050,False,True,False,False,False,50.93869745063583,6.957553180131446,13,"Wifi, Hair dryer, Laptop friendly workspace",106,4.5,0,47.0,USD,nightly
6,1.0,1,1,2,14271958,False,True,False,False,False,50.90391231817914,6.962047612095766,5,"Kitchen, Hair dryer, Laptop friendly workspace",56,4.5,0,16.0,USD,nightly
7,1.5,2,5,7,9608646,False,True,True,False,True,50.93315409808454,6.976975802963392,40,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",131,5.0,0,57.0,USD,nightly
8,1.0,0,1,2,14480084,False,True,True,False,False,50.945860634927406,6.950311387646489,7,"Wifi, Kitchen, Hair dryer",115,4.5,0,40.0,USD,nightly
9,1.0,1,1,1,20182932,False,True,False,False,False,50.926661148165294,6.944283847467108,6,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",42,4.5,0,27.0,USD,nightly
10,1.0,0,2,2,21501368,False,True,False,False,False,50.91949118032982,6.96139318150658,6,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",42,4.5,0,46.0,USD,nightly
11,1.0,2,3,5,69032,False,True,True,False,True,50.93876673046818,6.978003159853739,60,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",184,5.0,0,70.0,USD,nightly
12,1.0,1,2,6,6487010,False,True,True,False,True,50.94840775640932,6.954646463532312,24,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",127,5.0,0,82.0,USD,nightly
13,1.0,2,2,3,622408,False,True,True,False,True,50.955764134258224,7.017253572907943,27,"Wifi, Kitchen",229,4.5,0,34.0,USD,nightly
14,1.0,1,2,2,4231103,False,True,True,False,True,50.93345315869138,6.959588244901145,13,"Wifi, Hair dryer, Laptop friendly workspace",129,5.0,0,64.0,USD,nightly
15,1.0,0,3,5,20491741,False,True,True,False,True,50.93241681152119,7.000098588152412,23,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",99,5.0,0,57.0,USD,nightly
16,1.0,1,1,1,15241264,False,True,True,False,True,50.93839073515518,6.934073023472313,7,"Wifi, Kitchen, Hair dryer, Laptop friendly workspace",68,5.0,0,26.0,USD,nightly
