"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",3611,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",2769,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",3022,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",2988,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",3248,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",3087,
"SRB","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",3288,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1970",3468,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1971",4542,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1972",4302,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1973",4274,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1974",4664,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1975",4965,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1976",5310,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1977",6022,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1978",7334,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1979",7121,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1980",9052,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1981",9714,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1982",10305,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1983",10596,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1984",11096,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1985",11375,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1986",12387,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1987",13224,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1988",12963,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1989",13289,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1990",8567,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1991",8150,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1992",7108,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1993",3625,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1994",3572,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1995",4534,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1996",4844,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1997",968,"B"
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1998",875,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","1999",552,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2000",582,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",475,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",459,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",452,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",277,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",680,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",798,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",1161,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",1112,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",1185,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",1689,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",1907,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",2474,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",2824,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",2959,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",2973,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",4299,
"SRB","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",4980,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2001",51,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2002",66,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2003",55,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2004",93,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2005",133,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2006",182,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2007",185,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2008",184,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2009",101,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2010",151,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2011",136,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2012",73,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2013",105,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2014",94,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2015",112,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2016",112,
"MNE","FREIGHTTRANSP","RAIL","MLN_TONNEKM","A","2017",169,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2001",78,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2002",71,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2003",71,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2004",65,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2005",61,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2006",73,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2007",92,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2008",137,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2009",179,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2010",167,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2011",102,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2012",76,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2013",67,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2014",122,"B"
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2015",140,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2016",121,
"MNE","FREIGHTTRANSP","ROAD","MLN_TONNEKM","A","2017",103,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1970",60814,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1971",66234,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1972",69638,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1973",77102.8984,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1974",87557.49637,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1975",90431.09333,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1976",89530.03859,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1977",94556.01364,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1978",97869.42593,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1979",103579.5331,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1980",110877.1058,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1981",117157.0088,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1982",120446.2485,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1983",114948.0671,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1984",127737.271,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1985",140518.5754,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1986",149038.2622,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1987",154032.0423,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1988",162615.4874,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1989",164869.9579,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1990",175808.9895,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1991",176458.0264,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1992",184539.5336,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1993",190820.3145,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1994",198340.2122,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1995",207577.3455,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1996",217658.1838,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1997",233042.7766,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1998",244931.6203,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1999",252978.7931,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2000",266185.9873,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2001",272397.6412,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2002",293036.2359,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2003",309485.7673,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2004",324872.8289,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2005",346332.418,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2006",358149.3692,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2007",376066.1164,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2008",401783.5813,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2009",419029.5821,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2010",443983.7938,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2011",452653.7971,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2012",487081.2366,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2013",519593.7874,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2014",573165.4902,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2015",609900.5715,
"AUS","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2016",627430.3746,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1970",17645,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1971",19436,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1972",20693,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1973",22548,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1974",23075,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1975",21233,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1976",23803,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1977",24072,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1978",24593,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1979",27489,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1980",27543,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1981",26112,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1982",25483,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1983",25587,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1984",25220,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1985",26243,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1986",25316,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1987",25595,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1988",26475,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1989",28094,"E"
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1990",29730,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1991",30119,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1992",29468,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1993",29433,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1994",32339,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1995",37406,"B"
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1996",38541,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1997",39976,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1998",41276,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1999",41729,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2000",43762,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2001",45079,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2002",45766,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2003",45049,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2004",45690,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2005",44493,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2006",49901,"B"
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2007",49842,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2008",49955,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2009",43350,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2010",45747,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2011",46693,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2012",44979,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2013",45833,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2014",47787,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2015",48256,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2016",49887,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2017",51074,
"AUT","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2018",50656.241,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1970",27907,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1971",28906,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1972",30976,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1973",32348,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1974",34484,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1975",29937,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1976",30001,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1977",29654,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1978",31580,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1979",33609,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1980",33965,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1981",33403,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1982",32640,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1983",32529,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1984",35762,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1985",36233,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1986",37271,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1987",38453,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1988",42886,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1989",44776,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1990",46875,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1991",48648,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1992",50883,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1993",53672,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1994",61163,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1995",61528,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1996",57244,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1997",60802,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1998",57507,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1999",62302,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2000",67634,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2001",69514,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2002",70470,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2003",67655,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2004",65561,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2005",62124,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2006",62149,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2007",60733,"E"
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2008",57021,"E"
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2009",50657,
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2010",50925,"E"
"BEL","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2011",50506,"E"
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1996",387006,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1997",409091,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1998",392758,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1999",392421,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2000",403149,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2001",409260,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2002",403003,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2003",434764,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2004",497540,"B"
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2005",507942,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2006",520869,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2007",523547,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2008",513022,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2009",479449,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2010",523820,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2011",561061,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2012",590965,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2013",604538,
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2014",630363,"B"
"CAN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2015",664561,"P"
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1993",41761,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1994",50423,"B"
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1995",60321,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1996",57709,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1997",64500,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1998",55562,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1999",56385,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2000",58917,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2001",56508,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2002",63174,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2003",64755,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2004",63413,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2005",61351,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2006",69206,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2007",67422,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2008",69492,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2009",60542,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2010",68473,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2011",71795,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2012",68070,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2013",71484,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2014",71385,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2015",76582.36662,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2016",68141.39126,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2017",62903.78084,
"CZE","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2018",60297.79118,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1970",9653,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1971",10086,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1972",10613,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1973",11332,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1974",11287,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1975",11344,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1976",13427,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1977",13669,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1978",13680,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1979",10701,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1980",9470,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1981",8672,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1982",8581,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1983",8870,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1984",9914,"B"
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1985",11079,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1986",11849,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1987",11969,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1988",12277,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1989",12755,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1990",13155,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1991",13246,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1992",13901,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1993",13328,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1994",14627,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1995",14420,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1996",14650,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1997",15518,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1998",16087,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1999",16635,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2000",17715,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2001",17543,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2002",18066,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2003",18151,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2004",17940,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2005",18150,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2006",18251,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2007",18203,"B"
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2008",16790,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2009",15593,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2010",16360,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2011",17904,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2012",17648,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2013",17409,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2014",17811.762,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2015",17185.434,
"DNK","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","2016",17544.238,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1970",18670,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1971",18756,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1972",20106,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1973",21211,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1974",22287,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1975",21938,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1976",22547,
"FIN","FREIGHTTRANSP","INLAND","MLN_TONNEKM","A","1977",22999,
